name,sat,problem_size,sls_size,z3_calls,interpolants_generated,merges,shiftdowns,offsets,total_time,reduction_time,augment_time,interpolation_time,solution_time
bapa/card/fol_0000015.smt2,1,6,9,129,7,5,0,0,0.9685113430023193,0.24805641174316406,0.06244540214538574,0.37013673782348633,0.17999553680419922
bapa/card/fol_0000016.smt2,1,6,8,108,7,4,0,0,0.8526585102081299,0.22760963439941406,0.05568814277648926,0.3126671314239502,0.15022921562194824
bapa/card/fol_0000017.smt2,1,6,6,62,4,2,0,0,0.5280797481536865,0.08200907707214355,0.03826594352722168,0.1915595531463623,0.10546112060546875
bapa/card/fol_0000018.smt2,1,6,9,117,5,5,1,1,0.9355709552764893,0.21311068534851074,0.06627845764160156,0.35994386672973633,0.1839296817779541
bapa/card/fol_0000019.smt2,1,6,7,94,7,3,0,0,0.76749587059021,0.15317606925964355,0.04559898376464844,0.31986546516418457,0.13156962394714355
bapa/card/fol_0000020.smt2,1,6,2,9,1,0,0,0,0.1705930233001709,1.0728836059570312e-05,0.011413335800170898,0.020718097686767578,0.027673959732055664
bapa/card/fol_0000021.smt2,0,6,1,9,2,0,0,0,0.16503524780273438,0,0.005333662033081055,0.034912824630737305,0.01650691032409668
bapa/card/fol_0000022.smt2,1,6,5,43,4,1,0,0,0.40426158905029297,0.032843828201293945,0.03196907043457031,0.14963674545288086,0.07833218574523926
bapa/card/fol_0000023.smt2,0,6,1,9,2,0,0,0,0.1658926010131836,0,0.0053408145904541016,0.033048152923583984,0.017157554626464844
bapa/card/fol_0000024.smt2,1,6,7,75,4,2,0,1,0.6572389602661133,0.11399459838867188,0.0471806526184082,0.23341584205627441,0.14013195037841797
bapa/card/fol_0000025.smt2,1,6,2,9,1,0,0,0,0.16569018363952637,1.0251998901367188e-05,0.011236190795898438,0.020059585571289062,0.024518728256225586
bapa/card/fol_0000026.smt2,1,6,5,40,4,1,0,0,0.3829841613769531,0.033265113830566406,0.03194165229797363,0.12621307373046875,0.07814550399780273
bapa/card/fol_0000027.smt2,1,6,2,9,1,0,0,0,0.1643524169921875,1.3589859008789062e-05,0.011754989624023438,0.021076202392578125,0.025278806686401367
bapa/card/fol_0000028.smt2,0,7,5,54,4,2,1,0,0.4828622341156006,0.08146071434020996,0.03233528137207031,0.1800856590270996,0.07519817352294922
bapa/card/fol_0000029.smt2,1,7,6,58,4,2,0,0,0.5325717926025391,0.07517838478088379,0.040540218353271484,0.19177532196044922,0.11431384086608887
bapa/card/fol_0000030.smt2,0,6,1,9,2,0,0,0,0.15892505645751953,0,0.0051805973052978516,0.03049325942993164,0.014917373657226562
bapa/card/fol_0000031.smt2,1,6,7,76,5,3,0,0,0.6399192810058594,0.12366342544555664,0.045870065689086914,0.23182058334350586,0.12606000900268555
bapa/card/fol_0000032.smt2,0,6,1,9,2,0,0,0,0.15931057929992676,0,0.0054051876068115234,0.0312502384185791,0.016194820404052734
bapa/card/fol_0000033.smt2,1,6,7,85,4,3,0,0,0.6876862049102783,0.16242337226867676,0.04557609558105469,0.23472356796264648,0.12646198272705078
bapa/card/fol_0000034.smt2,0,6,1,9,2,0,0,0,0.16060185432434082,0,0.0051631927490234375,0.030817508697509766,0.015289545059204102
bapa/card/fol_0000035.smt2,1,6,7,88,5,3,1,0,0.7105588912963867,0.1725010871887207,0.046210289001464844,0.2530937194824219,0.12532377243041992
bapa/card/fol_0000036.smt2,1,6,8,94,6,3,0,0,0.7715706825256348,0.1603403091430664,0.05506134033203125,0.2822542190551758,0.15961003303527832
bapa/card/fol_0000037.smt2,1,6,7,73,4,3,0,0,0.6258916854858398,0.1297311782836914,0.04647231101989746,0.20540595054626465,0.1308295726776123
bapa/card/fol_0000038.smt2,0,6,1,9,2,0,0,0,0.16335511207580566,0,0.0051174163818359375,0.029825687408447266,0.015326499938964844
bapa/card/fol_0000039.smt2,1,6,6,65,5,3,0,0,0.5488550662994385,0.10970592498779297,0.03953361511230469,0.19430184364318848,0.09315037727355957
