filename,cvc5 result,cvc5 duration,sls,sls result,sls duration,is match
benchmarks/bapa/arith/cvc5/fol_0000093.smt2,unsat,0.005452871,bapa/arith/fol_0000093.smt2,  unsat,0.179952621,TRUE
benchmarks/bapa/arith/cvc5/fol_0000094.smt2,unsat,0.008636951,bapa/arith/fol_0000094.smt2,  unsat,0.267311811,TRUE
benchmarks/bapa/arith/cvc5/fol_0000095.smt2,unsat,0.007951021,bapa/arith/fol_0000095.smt2,  unsat,0.250749588,TRUE
benchmarks/bapa/arith/cvc5/fol_0000096.smt2,sat,0.005708456,bapa/arith/fol_0000096.smt2,sat,0.501622915,TRUE
benchmarks/bapa/arith/cvc5/fol_0000097.smt2,unsat,0.008439541,bapa/arith/fol_0000097.smt2,  unsat,0.24771142,TRUE
benchmarks/bapa/arith/cvc5/fol_0000098.smt2,unsat,0.008109331,bapa/arith/fol_0000098.smt2,  unsat,0.245840788,TRUE
benchmarks/bapa/arith/cvc5/fol_0000099.smt2,sat,0.005289793,bapa/arith/fol_0000099.smt2,sat,0.218187332,TRUE
benchmarks/bapa/arith/cvc5/fol_0000100.smt2,sat,0.006925821,bapa/arith/fol_0000100.smt2,sat,0.537797451,TRUE
benchmarks/bapa/arith/cvc5/fol_0000101.smt2,sat,0.005554199,bapa/arith/fol_0000101.smt2,sat,0.141969204,TRUE
benchmarks/bapa/arith/cvc5/fol_0000102.smt2,sat,0.006035805,bapa/arith/fol_0000102.smt2,sat,0.539416552,TRUE
benchmarks/bapa/arith/cvc5/fol_0000103.smt2,sat,0.006319046,bapa/arith/fol_0000103.smt2,sat,0.51676321,TRUE
benchmarks/bapa/arith/cvc5/fol_0000104.smt2,sat,0.006383181,bapa/arith/fol_0000104.smt2,sat,0.4132061,TRUE
benchmarks/bapa/arith/cvc5/fol_0000105.smt2,sat,0.008072376,bapa/arith/fol_0000105.smt2,sat,0.218720913,TRUE
benchmarks/bapa/arith/cvc5/fol_0000106.smt2,sat,0.006089687,bapa/arith/fol_0000106.smt2,sat,0.424641132,TRUE
benchmarks/bapa/arith/cvc5/fol_0000107.smt2,unsat,0.005462646,bapa/arith/fol_0000107.smt2,  unsat,0.177054644,TRUE
benchmarks/bapa/arith/cvc5/fol_0000108.smt2,sat,0.00590992,bapa/arith/fol_0000108.smt2,sat,0.386983633,TRUE
benchmarks/bapa/arith/cvc5/fol_0000109.smt2,sat,0.005759478,bapa/arith/fol_0000109.smt2,sat,0.514557838,TRUE
benchmarks/bapa/arith/cvc5/fol_0000110.smt2,unsat,0.008835077,bapa/arith/fol_0000110.smt2,  unsat,0.238288641,TRUE
benchmarks/bapa/arith/cvc5/fol_0000111.smt2,unsat,0.004633427,bapa/arith/fol_0000111.smt2,  unsat,0.171274424,TRUE
benchmarks/bapa/arith/cvc5/fol_0000112.smt2,unsat,0.008687258,bapa/arith/fol_0000112.smt2,  unsat,0.24489522,TRUE
benchmarks/bapa/arith/cvc5/fol_0000113.smt2,sat,0.005111456,bapa/arith/fol_0000113.smt2,sat,0.374901772,TRUE
benchmarks/bapa/arith/cvc5/fol_0000114.smt2,unsat,0.004435539,bapa/arith/fol_0000114.smt2,  unsat,0.174555302,TRUE
benchmarks/bapa/arith/cvc5/fol_0000115.smt2,unsat,0.005340099,bapa/arith/fol_0000115.smt2,  unsat,0.167971373,TRUE
benchmarks/bapa/arith/cvc5/fol_0000116.smt2,unsat,0.004541636,bapa/arith/fol_0000116.smt2,  unsat,0.176509857,TRUE
benchmarks/bapa/arith/cvc5/fol_0000117.smt2,sat,0.004554987,bapa/arith/fol_0000117.smt2,sat,0.367304564,TRUE
benchmarks/bapa/arith/cvc5/fol_0000118.smt2,sat,0.005702019,bapa/arith/fol_0000118.smt2,sat,0.386999607,TRUE
benchmarks/bapa/arith/cvc5/fol_0000119.smt2,unsat,0.007790804,bapa/arith/fol_0000119.smt2,  unsat,0.247147322,TRUE
benchmarks/bapa/arith/cvc5/fol_0000120.smt2,unsat,0.004276752,bapa/arith/fol_0000120.smt2,  unsat,0.169645548,TRUE
benchmarks/bapa/card/cvc5/fol_0000001.smt2,sat,0.006249905,bapa/card/fol_0000001.smt2 ,sat,0.348153591,TRUE
benchmarks/bapa/card/cvc5/fol_0000002.smt2,sat,0.0045228,bapa/card/fol_0000002.smt2 ,sat,0.442762852,TRUE
benchmarks/bapa/card/cvc5/fol_0000003.smt2,sat,0.00447464,bapa/card/fol_0000003.smt2 ,sat,0.363489866,TRUE
benchmarks/bapa/card/cvc5/fol_0000004.smt2,sat,0.006122351,bapa/card/fol_0000004.smt2 ,sat,0.354475737,TRUE
benchmarks/bapa/card/cvc5/fol_0000005.smt2,sat,0.004783154,bapa/card/fol_0000005.smt2 ,sat,0.346847057,TRUE
benchmarks/bapa/card/cvc5/fol_0000006.smt2,sat,0.004796028,bapa/card/fol_0000006.smt2 ,sat,0.349636316,TRUE
benchmarks/bapa/card/cvc5/fol_0000007.smt2,sat,0.00541997,bapa/card/fol_0000007.smt2 ,sat,0.356083393,TRUE
benchmarks/bapa/card/cvc5/fol_0000008.smt2,sat,0.004813671,bapa/card/fol_0000008.smt2 ,sat,0.353154898,TRUE
benchmarks/bapa/card/cvc5/fol_0000009.smt2,sat,0.004662275,bapa/card/fol_0000009.smt2 ,sat,0.471537352,TRUE
benchmarks/bapa/card/cvc5/fol_0000010.smt2,sat,0.004787445,bapa/card/fol_0000010.smt2 ,sat,0.350089073,TRUE
benchmarks/bapa/card/cvc5/fol_0000011.smt2,sat,0.005187511,bapa/card/fol_0000011.smt2 ,sat,0.454253435,TRUE
benchmarks/bapa/card/cvc5/fol_0000012.smt2,sat,0.004832983,bapa/card/fol_0000012.smt2 ,sat,0.354323626,TRUE
benchmarks/bapa/card/cvc5/fol_0000013.smt2,sat,0.00516963,bapa/card/fol_0000013.smt2 ,sat,0.358525515,TRUE
benchmarks/bapa/card/cvc5/fol_0000014.smt2,sat,0.005165339,bapa/card/fol_0000014.smt2 ,sat,0.349612713,TRUE
benchmarks/bapa/card/cvc5/fol_0000015.smt2,sat,0.004537821,bapa/card/fol_0000015.smt2 ,sat,0.46444869,TRUE
benchmarks/bapa/card/cvc5/fol_0000016.smt2,sat,0.004854918,bapa/card/fol_0000016.smt2 ,sat,0.365087748,TRUE
benchmarks/bapa/card/cvc5/fol_0000017.smt2,sat,0.005213976,bapa/card/fol_0000017.smt2 ,sat,0.477689028,TRUE
benchmarks/bapa/card/cvc5/fol_0000018.smt2,sat,0.004706144,bapa/card/fol_0000018.smt2 ,sat,0.351101875,TRUE
benchmarks/bapa/card/cvc5/fol_0000019.smt2,sat,0.004796505,bapa/card/fol_0000019.smt2 ,sat,0.481669188,TRUE
benchmarks/bapa/card/cvc5/fol_0000020.smt2,sat,0.005398989,bapa/card/fol_0000020.smt2 ,sat,0.355344296,TRUE
benchmarks/bapa/card/cvc5/fol_0000021.smt2,unsat,0.005200863,bapa/card/fol_0000021.smt2 ,  unsat,0.171499968,TRUE
benchmarks/bapa/card/cvc5/fol_0000022.smt2,sat,0.005833387,bapa/card/fol_0000022.smt2 ,sat,0.481844187,TRUE
benchmarks/bapa/card/cvc5/fol_0000023.smt2,unsat,0.005295277,bapa/card/fol_0000023.smt2 ,  unsat,0.173066378,TRUE
benchmarks/bapa/card/cvc5/fol_0000024.smt2,sat,0.005613565,bapa/card/fol_0000024.smt2 ,timeout,51.62414455,FALSE
benchmarks/bapa/card/cvc5/fol_0000025.smt2,sat,0.004417419,bapa/card/fol_0000025.smt2 ,sat,0.341430902,TRUE
benchmarks/bapa/card/cvc5/fol_0000026.smt2,sat,0.005647898,bapa/card/fol_0000026.smt2 ,sat,0.448576927,TRUE
benchmarks/bapa/card/cvc5/fol_0000027.smt2,sat,0.005754948,bapa/card/fol_0000027.smt2 ,sat,0.36128664,TRUE
benchmarks/bapa/card/cvc5/fol_0000028.smt2,unsat,0.012165308,bapa/card/fol_0000028.smt2 ,  unsat,0.222877026,TRUE
benchmarks/bapa/card/cvc5/fol_0000029.smt2,sat,0.007460594,bapa/card/fol_0000029.smt2 ,sat,0.400098085,TRUE
benchmarks/bapa/card/cvc5/fol_0000030.smt2,unsat,0.006214619,bapa/card/fol_0000030.smt2 ,  unsat,0.164866686,TRUE
benchmarks/bapa/card/cvc5/fol_0000031.smt2,sat,0.006472826,bapa/card/fol_0000031.smt2 ,sat,0.353502274,TRUE
benchmarks/bapa/card/cvc5/fol_0000032.smt2,unsat,0.005518436,bapa/card/fol_0000032.smt2 ,  unsat,0.16689229,TRUE
benchmarks/bapa/card/cvc5/fol_0000033.smt2,sat,0.005910397,bapa/card/fol_0000033.smt2 ,sat,0.353208303,TRUE
benchmarks/bapa/card/cvc5/fol_0000034.smt2,unsat,0.004433632,bapa/card/fol_0000034.smt2 ,  unsat,0.164858818,TRUE
benchmarks/bapa/card/cvc5/fol_0000035.smt2,sat,0.005497217,bapa/card/fol_0000035.smt2 ,sat,0.370762348,TRUE
benchmarks/bapa/card/cvc5/fol_0000036.smt2,sat,0.004891634,bapa/card/fol_0000036.smt2 ,sat,0.346759081,TRUE
benchmarks/bapa/card/cvc5/fol_0000037.smt2,sat,0.004559278,bapa/card/fol_0000037.smt2 ,sat,0.342145681,TRUE
benchmarks/bapa/card/cvc5/fol_0000038.smt2,unsat,0.004096985,bapa/card/fol_0000038.smt2 ,  unsat,0.16918087,TRUE
benchmarks/bapa/card/cvc5/fol_0000039.smt2,sat,0.005470991,bapa/card/fol_0000039.smt2 ,sat,0.335247993,TRUE
benchmarks/bapa/card/cvc5/fol_0000040.smt2,unsat,0.004611969,bapa/card/fol_0000040.smt2 ,  unsat,0.170845985,TRUE
benchmarks/bapa/card/cvc5/fol_0000041.smt2,sat,0.004546404,bapa/card/fol_0000041.smt2 ,sat,0.359589577,TRUE
benchmarks/bapa/card/cvc5/fol_0000042.smt2,sat,0.005326748,bapa/card/fol_0000042.smt2 ,sat,0.350086212,TRUE
benchmarks/bapa/card/cvc5/fol_0000043.smt2,sat,0.005906582,bapa/card/fol_0000043.smt2 ,sat,0.287399769,TRUE
benchmarks/bapa/card/cvc5/fol_0000044.smt2,sat,0.004601955,bapa/card/fol_0000044.smt2 ,sat,0.354703903,TRUE
benchmarks/bapa/card/cvc5/fol_0000045.smt2,unsat,0.025070667,bapa/card/fol_0000045.smt2 ,  unsat,0.493671656,TRUE
benchmarks/bapa/card/cvc5/fol_0000046.smt2,unsat,0.084270716,bapa/card/fol_0000046.smt2 ,timeout,51.59514523,FALSE
benchmarks/bapa/card/cvc5/fol_0000047.smt2,unsat,0.092596292,bapa/card/fol_0000047.smt2 ,  unsat,14.99300385,TRUE
benchmarks/bapa/card/cvc5/fol_0000048.smt2,sat,1.220105886,bapa/card/fol_0000048.smt2 ,timeout,51.52426195,FALSE
benchmarks/bapa/card/cvc5/fol_0000049.smt2,sat,1.001331091,bapa/card/fol_0000049.smt2 ,sat,11.22989631,TRUE
benchmarks/bapa/card/cvc5/fol_0000050.smt2,sat,0.006444454,bapa/card/fol_0000050.smt2 ,timeout,51.51998472,FALSE
benchmarks/bapa/card/cvc5/fol_0000051.smt2,sat,0.005815506,bapa/card/fol_0000051.smt2 ,timeout,50.81062841,FALSE
benchmarks/bapa/card/cvc5/fol_0000052.smt2,sat,0.090563774,bapa/card/fol_0000052.smt2 ,sat,6.225986481,TRUE
benchmarks/bapa/card/cvc5/fol_0000053.smt2,sat,0.006675959,bapa/card/fol_0000053.smt2 ,timeout,51.60951042,FALSE
benchmarks/bapa/card/cvc5/fol_0000054.smt2,sat,0.098593712,bapa/card/fol_0000054.smt2 ,timeout,50.77802992,FALSE
benchmarks/bapa/card/cvc5/fol_0000055.smt2,unsat,0.246818542,bapa/card/fol_0000055.smt2 ,  unsat,19.80055356,TRUE
benchmarks/bapa/card/cvc5/fol_0000056.smt2,sat,0.006139755,bapa/card/fol_0000056.smt2 ,sat,1.606430054,TRUE
benchmarks/bapa/card/cvc5/fol_0000057.smt2,sat,0.025443316,bapa/card/fol_0000057.smt2 ,sat,3.550425291,TRUE
benchmarks/bapa/card/cvc5/fol_0000058.smt2,unsat,0.007434368,bapa/card/fol_0000058.smt2 ,  unsat,0.230741739,TRUE
benchmarks/bapa/card/cvc5/fol_0000059.smt2,unsat,0.004053593,bapa/card/fol_0000059.smt2 ,  unsat,0.186239243,TRUE
benchmarks/bapa/card/cvc5/fol_0000060.smt2,unsat,0.02328229,bapa/card/fol_0000060.smt2 ,  unsat,0.497185946,TRUE
benchmarks/bapa/card/cvc5/fol_0000061.smt2,unsat,0.022655487,bapa/card/fol_0000061.smt2 ,  unsat,0.283760548,TRUE
benchmarks/bapa/card/cvc5/fol_0000062.smt2,sat,0.025073528,bapa/card/fol_0000062.smt2 ,sat,2.766501665,TRUE
benchmarks/bapa/card/cvc5/fol_0000063.smt2,unsat,0.007644176,bapa/card/fol_0000063.smt2 ,  unsat,0.246244669,TRUE
benchmarks/bapa/card/cvc5/fol_0000064.smt2,unsat,0.00373888,bapa/card/fol_0000064.smt2 ,  unsat,0.17814374,TRUE
benchmarks/bapa/card/cvc5/fol_0000065.smt2,unsat,0.02298665,bapa/card/fol_0000065.smt2 ,  unsat,0.497411966,TRUE
benchmarks/bapa/card/cvc5/fol_0000066.smt2,unsat,0.023655415,bapa/card/fol_0000066.smt2 ,  unsat,0.517511845,TRUE
benchmarks/bapa/card/cvc5/fol_0000067.smt2,unsat,0.02332592,bapa/card/fol_0000067.smt2 ,  unsat,0.277233124,TRUE
benchmarks/bapa/card/cvc5/fol_0000068.smt2,unsat,0.023203135,bapa/card/fol_0000068.smt2 ,  unsat,0.31587553,TRUE
benchmarks/bapa/card/cvc5/fol_0000069.smt2,unsat,0.08503294,bapa/card/fol_0000069.smt2 ,timeout,51.55177188,FALSE
benchmarks/bapa/card/cvc5/fol_0000070.smt2,unsat,0.086429119,bapa/card/fol_0000070.smt2 ,  unsat,0.633586884,TRUE
benchmarks/bapa/card/cvc5/fol_0000071.smt2,sat,0.752831697,bapa/card/fol_0000071.smt2 ,timeout,50.7955029,FALSE
benchmarks/bapa/card/cvc5/fol_0000072.smt2,sat,0.780206442,bapa/card/fol_0000072.smt2 ,timeout,51.59042382,FALSE
benchmarks/bapa/card/cvc5/fol_0000073.smt2,sat,0.007498264,bapa/card/fol_0000073.smt2 ,timeout,51.64899206,FALSE
benchmarks/bapa/card/cvc5/fol_0000074.smt2,sat,0.006951094,bapa/card/fol_0000074.smt2 ,timeout,50.83539081,FALSE
