sls filename,sls result,sls duration,cvc5 lia filename,cvc5 lia result,cvc5 lia duration,lia normaliz,lia normaliz result,lia normaliz duration,unfold5 filename,unfold5 result,unfold5 duration,no_interp filename,no_interp result,no_interp duration
bapa/arith/fol_0000057.smt2,sat,0.223283052,benchmarks/bapa/arith/cvc5_mapa/fol_0000057.smt2,sat,0.015070677,benchmarks/bapa/arith/cvc5_mapa/fol_0000057.smt2,sat,0.013728619,bapa/arith/fol_0000057.smt2,sat,0.405747175,bapa/arith/fol_0000057.smt2,sat,0.262144804
bapa/arith/fol_0000058.smt2,unsat,0.444403887,benchmarks/bapa/arith/cvc5_mapa/fol_0000058.smt2,unsat,0.042109013,benchmarks/bapa/arith/cvc5_mapa/fol_0000058.smt2,unsat,0.031905413,bapa/arith/fol_0000058.smt2,unsat,0.225355625,bapa/arith/fol_0000058.smt2,unsat,0.351138353
bapa/arith/fol_0000059.smt2,unsat,0.143143177,benchmarks/bapa/arith/cvc5_mapa/fol_0000059.smt2,unsat,0.011226177,benchmarks/bapa/arith/cvc5_mapa/fol_0000059.smt2,unsat,0.010723114,bapa/arith/fol_0000059.smt2,unsat,0.173844337,bapa/arith/fol_0000059.smt2,unsat,0.357889652
bapa/arith/fol_0000060.smt2,unsat,0.353300333,benchmarks/bapa/arith/cvc5_mapa/fol_0000060.smt2,unsat,0.038882017,benchmarks/bapa/arith/cvc5_mapa/fol_0000060.smt2,unsat,0.031084776,bapa/arith/fol_0000060.smt2,unsat,0.247834682,bapa/arith/fol_0000060.smt2,unsat,1.455713987
bapa/arith/fol_0000061.smt2,unsat,2.110609055,benchmarks/bapa/arith/cvc5_mapa/fol_0000061.smt2,unsat,0.036804199,benchmarks/bapa/arith/cvc5_mapa/fol_0000061.smt2,unsat,0.031694651,bapa/arith/fol_0000061.smt2,unsat,1.244450092,bapa/arith/fol_0000061.smt2,unsat,0.356975317
bapa/arith/fol_0000062.smt2,sat,0.239600658,benchmarks/bapa/arith/cvc5_mapa/fol_0000062.smt2,sat,0.017837048,benchmarks/bapa/arith/cvc5_mapa/fol_0000062.smt2,sat,0.017616034,bapa/arith/fol_0000062.smt2,sat,0.413488865,bapa/arith/fol_0000062.smt2,sat,0.268732548
bapa/arith/fol_0000063.smt2,unsat,0.477570295,benchmarks/bapa/arith/cvc5_mapa/fol_0000063.smt2,unsat,0.035986185,benchmarks/bapa/arith/cvc5_mapa/fol_0000063.smt2,unsat,0.032127857,bapa/arith/fol_0000063.smt2,unsat,0.248849869,bapa/arith/fol_0000063.smt2,unsat,0.354581356
bapa/arith/fol_0000064.smt2,unsat,0.153853655,benchmarks/bapa/arith/cvc5_mapa/fol_0000064.smt2,unsat,0.01117897,benchmarks/bapa/arith/cvc5_mapa/fol_0000064.smt2,unsat,0.009321928,bapa/arith/fol_0000064.smt2,unsat,0.169940472,bapa/arith/fol_0000064.smt2,unsat,0.373728037
bapa/arith/fol_0000065.smt2,unsat,0.474838018,benchmarks/bapa/arith/cvc5_mapa/fol_0000065.smt2,unsat,0.039857388,benchmarks/bapa/arith/cvc5_mapa/fol_0000065.smt2,unsat,0.032881021,bapa/arith/fol_0000065.smt2,unsat,0.252476931,bapa/arith/fol_0000065.smt2,unsat,0.362120867
bapa/arith/fol_0000066.smt2,unsat,0.484545708,benchmarks/bapa/arith/cvc5_mapa/fol_0000066.smt2,unsat,0.043352604,benchmarks/bapa/arith/cvc5_mapa/fol_0000066.smt2,unsat,0.033516407,bapa/arith/fol_0000066.smt2,unsat,0.256553173,bapa/arith/fol_0000066.smt2,unsat,0.373402357
bapa/arith/fol_0000067.smt2,unsat,0.48368907,benchmarks/bapa/arith/cvc5_mapa/fol_0000067.smt2,unsat,0.038386583,benchmarks/bapa/arith/cvc5_mapa/fol_0000067.smt2,unsat,0.03471446,bapa/arith/fol_0000067.smt2,unsat,0.267602921,bapa/arith/fol_0000067.smt2,unsat,0.351698875
bapa/arith/fol_0000068.smt2,unsat,0.483359098,benchmarks/bapa/arith/cvc5_mapa/fol_0000068.smt2,unsat,0.791043758,benchmarks/bapa/arith/cvc5_mapa/fol_0000068.smt2,unsat,0.032741308,bapa/arith/fol_0000068.smt2,unsat,0.275084496,bapa/arith/fol_0000068.smt2,unsat,0.345197916
bapa/arith/fol_0000069.smt2,sat,0.249996901,benchmarks/bapa/arith/cvc5_mapa/fol_0000069.smt2,sat,0.015855074,benchmarks/bapa/arith/cvc5_mapa/fol_0000069.smt2,sat,0.015151978,bapa/arith/fol_0000069.smt2,sat,0.426779509,bapa/arith/fol_0000069.smt2,sat,0.257504225
bapa/arith/fol_0000070.smt2,unsat,0.311168671,benchmarks/bapa/arith/cvc5_mapa/fol_0000070.smt2,unsat,0.038924456,benchmarks/bapa/arith/cvc5_mapa/fol_0000070.smt2,unsat,0.033031464,bapa/arith/fol_0000070.smt2,unsat,0.248373508,bapa/arith/fol_0000070.smt2,unsat,0.341373444
bapa/arith/fol_0000071.smt2,sat,0.186611652,benchmarks/bapa/arith/cvc5_mapa/fol_0000071.smt2,sat,0.015651464,benchmarks/bapa/arith/cvc5_mapa/fol_0000071.smt2,sat,0.015672922,bapa/arith/fol_0000071.smt2,sat,0.223757267,bapa/arith/fol_0000071.smt2,sat,0.255224705
bapa/arith/fol_0000072.smt2,sat,0.412837029,benchmarks/bapa/arith/cvc5_mapa/fol_0000072.smt2,sat,0.019203901,benchmarks/bapa/arith/cvc5_mapa/fol_0000072.smt2,sat,0.01830554,bapa/arith/fol_0000072.smt2,sat,0.207040548,bapa/arith/fol_0000072.smt2,sat,0.254736423
bapa/arith/fol_0000073.smt2,sat,0.142560244,benchmarks/bapa/arith/cvc5_mapa/fol_0000073.smt2,sat,0.016374826,benchmarks/bapa/arith/cvc5_mapa/fol_0000073.smt2,sat,0.016121149,bapa/arith/fol_0000073.smt2,sat,0.12955761,bapa/arith/fol_0000073.smt2,sat,0.130492926
bapa/arith/fol_0000074.smt2,sat,0.316891432,benchmarks/bapa/arith/cvc5_mapa/fol_0000074.smt2,sat,0.023632526,benchmarks/bapa/arith/cvc5_mapa/fol_0000074.smt2,sat,0.023392677,bapa/arith/fol_0000074.smt2,sat,0.209335327,bapa/arith/fol_0000074.smt2,sat,0.261556625
bapa/arith/fol_0000075.smt2,sat,0.174988985,benchmarks/bapa/arith/cvc5_mapa/fol_0000075.smt2,sat,0.017077208,benchmarks/bapa/arith/cvc5_mapa/fol_0000075.smt2,sat,0.018686771,bapa/arith/fol_0000075.smt2,sat,0.200711966,bapa/arith/fol_0000075.smt2,sat,0.244477749
bapa/arith/fol_0000076.smt2,sat,0.439435244,benchmarks/bapa/arith/cvc5_mapa/fol_0000076.smt2,sat,0.021989107,benchmarks/bapa/arith/cvc5_mapa/fol_0000076.smt2,sat,0.020504951,bapa/arith/fol_0000076.smt2,sat,0.515174389,bapa/arith/fol_0000076.smt2,sat,0.2555089
bapa/arith/fol_0000077.smt2,sat,0.186956167,benchmarks/bapa/arith/cvc5_mapa/fol_0000077.smt2,sat,0.018845797,benchmarks/bapa/arith/cvc5_mapa/fol_0000077.smt2,sat,0.018752575,bapa/arith/fol_0000077.smt2,sat,0.510673523,bapa/arith/fol_0000077.smt2,sat,0.256411314
bapa/arith/fol_0000078.smt2,unsat,0.175148964,benchmarks/bapa/arith/cvc5_mapa/fol_0000078.smt2,unsat,0.013098001,benchmarks/bapa/arith/cvc5_mapa/fol_0000078.smt2,unsat,0.01265955,bapa/arith/fol_0000078.smt2,unsat,0.172477722,bapa/arith/fol_0000078.smt2,unsat,0.35319066
bapa/arith/fol_0000079.smt2,sat,0.329206467,benchmarks/bapa/arith/cvc5_mapa/fol_0000079.smt2,sat,0.020214796,benchmarks/bapa/arith/cvc5_mapa/fol_0000079.smt2,sat,0.018641949,bapa/arith/fol_0000079.smt2,sat,0.461680412,bapa/arith/fol_0000079.smt2,sat,0.213158369
bapa/arith/fol_0000080.smt2,sat,0.320973396,benchmarks/bapa/arith/cvc5_mapa/fol_0000080.smt2,sat,0.015240908,benchmarks/bapa/arith/cvc5_mapa/fol_0000080.smt2,sat,0.014140368,bapa/arith/fol_0000080.smt2,sat,0.454772234,bapa/arith/fol_0000080.smt2,sat,0.199730396
